    0.607607446207980018E-01   -0.756235153814373717E+01    0.773803094409481362E+00    0.140536857056363407E+01    0.119008469293151245E-01    0.198884695239676135E+01   -0.202561629992947312E+01   -0.744213464030650945E-01   -0.552884073134267595E+01   -0.154253083022464543E+00   -0.334489208003062380E-01   -0.226660733177006385E+00   -0.665607336647323772E-01   -0.123241008645346639E+01    0.394031843247272584E+00    0.176192891383331499E+03    0.100544598275622363E+03    0.105271932060314488E+01    0.994282665536799781E+00    0.823303903015611960E+00   -0.388469292287005274E+00   -0.391195633965034517E+01    1
    0.641692058470560850E-01   -0.877939931263509088E+01    0.781226337997818154E+00    0.143501131500703494E+01    0.121667178913799270E-01    0.199717135343820007E+01   -0.194469885003532306E+01   -0.695572423252779487E-01   -0.540132571329928357E+01   -0.147453376836756606E+00    0.261077756615541237E-01   -0.245713970721701175E+00   -0.105258782337141379E+00   -0.122733912521309940E+01    0.401543052129896716E+00    0.178947236597988280E+03    0.104172756667503606E+03    0.101805416261672232E+01    0.100034279609576271E+01    0.807999836151403139E+00   -0.387655997068204083E+00   -0.393195633965034208E+01    1
    0.650367720171907554E-01   -0.824602619075796461E+01    0.772560937905892531E+00    0.142485636092031487E+01    0.120089847010354505E-01    0.200339052293632802E+01   -0.200458644612334957E+01   -0.740474463088283963E-01   -0.561939000037262026E+01   -0.142932925359843421E+00   -0.300301509438280316E-01   -0.222995962549816129E+00   -0.606889366622895693E-01   -0.123321533565659314E+01    0.398281972880808521E+00    0.175481543707728918E+03    0.102403122227324417E+03    0.107954998415407011E+01    0.998454975179817406E+00    0.804328469125006551E+00   -0.383126341495888756E+00   -0.395195633965034165E+01    1
    0.605617512810543990E-01   -0.668059790853461877E+01    0.758435798098178959E+00    0.143040949600194933E+01    0.120691779859618299E-01    0.199269198349692678E+01   -0.199787686838736556E+01   -0.638240903620242023E-01   -0.503712841061315597E+01   -0.141456097779911943E+00   -0.454349509484840014E-01   -0.218199673315710302E+00   -0.144643907435178409E+00   -0.123669468974965180E+01    0.401232801154029151E+00    0.173165816324874754E+03    0.980671734453912194E+02    0.113961369384585542E+01    0.998459147592314578E+00    0.792365080306834169E+00   -0.382182989524637584E+00   -0.397195633965034300E+01    1
    0.627400070313971631E-01   -0.829707905138359436E+01    0.783704455607038830E+00    0.139118010387095081E+01    0.117429606914458123E-01    0.199989950241138703E+01   -0.194076555543316442E+01   -0.737484272185896239E-01   -0.559156383953891911E+01   -0.161870989734756776E+00   -0.324986629025972584E-01   -0.235053403445502795E+00   -0.799663901020405687E-01   -0.123728584881309889E+01    0.397903083956035519E+00    0.176662593080147957E+03    0.101820020800184224E+03    0.103716708089817922E+01    0.995554588161817078E+00    0.808261143245775027E+00   -0.379872603483147608E+00   -0.399195633965034391E+01    1
    0.622310728087498571E-01   -0.644138399607761603E+01    0.757354548980652575E+00    0.140701708911183432E+01    0.122292939290525263E-01    0.199762104549030628E+01   -0.202003230183164151E+01   -0.647884144109594773E-01   -0.509583836703951576E+01   -0.142202300307286367E+00   -0.746046816870669927E-01   -0.227438273909688682E+00    0.183506205623236440E-01   -0.123563303255772561E+01    0.397058142572292216E+00    0.169627865396597485E+03    0.100680790421263495E+03    0.106396384958229784E+01    0.991372874347692945E+00    0.827634574288523162E+00   -0.377121443545142265E+00   -0.401195633965034215E+01    1
    0.615669870149183271E-01   -0.697458928249850540E+01    0.762646020315322026E+00    0.140541149385170128E+01    0.122928134019047817E-01    0.199619286864969681E+01   -0.201776931593278430E+01   -0.715138702060208326E-01   -0.516938561033192467E+01   -0.147506439765883707E+00   -0.672846009842732740E-01   -0.241627651602152160E+00   -0.392809837347188606E-01   -0.124063744411476518E+01    0.398811934056858775E+00    0.172522586533250490E+03    0.100677942067430678E+03    0.104288825714533262E+01    0.995474960249950525E+00    0.789576332284730564E+00   -0.370038739128475791E+00   -0.403195633965034173E+01    1
    0.633721087402610433E-01   -0.741989158042717634E+01    0.739599928376018956E+00    0.141166508580764583E+01    0.120669033640381940E-01    0.199270886834161676E+01   -0.198865670966292307E+01   -0.703840506810388261E-01   -0.524837818026301850E+01   -0.131042898827574056E+00   -0.147514500626134692E-01   -0.236027881451468774E+00   -0.149321901484986030E+00   -0.123540856739532856E+01    0.399820565575410070E+00    0.174621588377443146E+03    0.100244470797690980E+03    0.109207907866942411E+01    0.100805378759346209E+01    0.806145125971192034E+00   -0.369173385135484866E+00   -0.405195633965034396E+01    1
    0.647716790536380371E-01   -0.752770509318166781E+01    0.737231963042582761E+00    0.139671860019888316E+01    0.123052254152933374E-01    0.198946006810869025E+01   -0.198599521930455136E+01   -0.736754666640747902E-01   -0.570960319170889896E+01   -0.164471920046457831E+00    0.501500684497867971E-02   -0.241522537221051548E+00   -0.127163532424070608E+00   -0.123091239879939462E+01    0.394170174978198895E+00    0.176472171543926748E+03    0.102697212185610312E+03    0.105309877361788051E+01    0.100550208652414574E+01    0.840101831466492088E+00   -0.367710052262081311E+00   -0.407195633965034443E+01    1
    0.610396686661650381E-01   -0.736008404503949265E+01    0.765354393693544854E+00    0.139354377934983886E+01    0.117715784421715732E-01    0.199969343784249043E+01   -0.203215890830316726E+01   -0.680172010988072534E-01   -0.514990357298772050E+01   -0.141842149704623582E+00   -0.219970532850999947E-01   -0.225519307689401788E+00   -0.733597188334832728E-01   -0.123310802733012581E+01    0.399531813487531640E+00    0.172735352150825094E+03    0.101548000315513519E+03    0.117309850253880166E+01    0.993656783471825622E+00    0.814347607921444894E+00   -0.367344205206395547E+00   -0.409195633965034400E+01    1
