    0.882660230123875345E-01   -0.417879912066466286E+01    0.105855656095800410E+01    0.121643597779758861E+01    0.692055244222320246E-02    0.140120546533387147E+01   -0.258180057164121468E+01   -0.161813763585916148E+00   -0.243930739890920734E+01   -0.250872005722619917E+00   -0.170183045652414960E+00   -0.127329191485842846E+00   -0.250622274044448756E+00   -0.117889832446274090E+01    0.402910228956084970E+00    0.150486009416151461E+03    0.216850193119960551E+03    0.870265229323195499E+00    0.134678776855243298E+01    0.106496540216463864E+01   -0.117940248016068083E+01
    0.653370739487414420E-01   -0.663825904611066164E+01    0.104635465468956079E+01    0.110455456178670786E+01    0.390702199404519175E-02    0.142229971093669416E+01   -0.253162025708971061E+01    0.327077450351969390E-01   -0.541718519714347746E+01   -0.330638684941131467E+00    0.218974740354841851E-01   -0.281891261361849998E+00   -0.177224676175196244E+00   -0.121208181697147599E+01    0.397220121377416191E+00    0.165319858004124143E+03    0.230395363094264042E+03    0.776801539910797145E+00    0.142545439604325375E+01    0.928996665475084971E+00   -0.853684735674051787E+00
    0.739561941774273257E-01   -0.664053609111611465E+01    0.803792252229121540E+00    0.123930758300839705E+01    0.771872437471329397E-02    0.129864606884793554E+01   -0.245204261622489872E+01   -0.778654628109330393E-01   -0.265738647476695222E+01   -0.181227695989062521E+00   -0.290084787374997044E-01   -0.330966110246336043E+00   -0.752798736510619515E-01   -0.122595130084059067E+01    0.398840315446618798E+00    0.152020342963961241E+03    0.225182853471925881E+03    0.713976561947145427E+00    0.144670919282218136E+01    0.690163535929645078E+00   -0.762931814213015369E+00
    0.859291675314494269E-01   -0.118143678613274474E+02    0.824348300004727697E+00    0.113463928132021841E+01    0.184475498573509478E-01    0.130801379545281327E+01   -0.258422722019071793E+01    0.976940223878356578E-02   -0.629478500407490049E+01   -0.320234542809755385E+00   -0.108058127695284389E-01   -0.149626265077021314E+00    0.188291745413097233E-01   -0.117392903204541410E+01    0.399292359059666202E+00    0.158370737599423734E+03    0.236601804234224460E+03    0.702875953176156365E+00    0.121875236340848714E+01    0.108106744875406591E+01   -0.745333039401812614E+00
    0.859291675314494269E-01   -0.118143678613274474E+02    0.824348300004727697E+00    0.113463928132021841E+01    0.184475498573509478E-01    0.130801379545281327E+01   -0.258422722019071793E+01    0.976940223878356578E-02   -0.629478500407490049E+01   -0.320234542809755385E+00   -0.108058127695284389E-01   -0.149626265077021314E+00    0.188291745413097233E-01   -0.117392903204541410E+01    0.399292359059666202E+00    0.158370737599423734E+03    0.236601804234224460E+03    0.702875953176156365E+00    0.121875236340848714E+01    0.108106744875406591E+01   -0.745333039401812614E+00
    0.165366502949557334E-01   -0.613576005766056110E+01    0.954188273323128500E+00    0.115203762272404142E+01    0.120344744838308416E-01    0.138239913563078032E+01   -0.241297603092910817E+01   -0.213495235952730567E+00   -0.514610163399254894E+01   -0.193726082897158397E+00   -0.459951754558205056E-01   -0.293190471355362248E+00    0.221152758635184132E-01   -0.116981768325112734E+01    0.389811473624409377E+00    0.165284500494036109E+03    0.220336708725956612E+03    0.717057160346273537E+00    0.124016487982893864E+01    0.490114647138752468E+00   -0.542428991203094624E+00
    0.165366502949557334E-01   -0.613576005766056110E+01    0.954188273323128500E+00    0.115203762272404142E+01    0.120344744838308416E-01    0.138239913563078032E+01   -0.241297603092910817E+01   -0.213495235952730567E+00   -0.514610163399254894E+01   -0.193726082897158397E+00   -0.459951754558205056E-01   -0.293190471355362248E+00    0.221152758635184132E-01   -0.116981768325112734E+01    0.389811473624409377E+00    0.165284500494036109E+03    0.220336708725956612E+03    0.717057160346273537E+00    0.124016487982893864E+01    0.490114647138752468E+00   -0.542428991203094624E+00
    0.943435495405748892E-01   -0.634794761310527011E+01    0.103699986248560183E+01    0.115904179875662350E+01    0.166117610021067966E-01    0.133881650450058176E+01   -0.256884551314261733E+01    0.220996752813358913E-01   -0.201015026251760576E+01   -0.374368943748439431E+00   -0.425658907731004538E-01   -0.330208231697256882E+00   -0.206360120301596339E+00   -0.119584812204077928E+01    0.393245573265475656E+00    0.171154796762774083E+03    0.231780847577690366E+03    0.769527488229550860E+00    0.135224303675018387E+01    0.792574823187371491E+00   -0.533513290753860225E+00
    0.943435495405748892E-01   -0.634794761310527011E+01    0.103699986248560183E+01    0.115904179875662350E+01    0.166117610021067966E-01    0.133881650450058176E+01   -0.256884551314261733E+01    0.220996752813358913E-01   -0.201015026251760576E+01   -0.374368943748439431E+00   -0.425658907731004538E-01   -0.330208231697256882E+00   -0.206360120301596339E+00   -0.119584812204077928E+01    0.393245573265475656E+00    0.171154796762774083E+03    0.231780847577690366E+03    0.769527488229550860E+00    0.135224303675018387E+01    0.792574823187371491E+00   -0.533513290753860225E+00
    0.909593809007943066E-01   -0.605724372839809533E+01    0.111562794594465764E+01    0.120272012505741976E+01    0.892268389978916748E-02    0.129088428604054450E+01   -0.266220768156976906E+01    0.239326386055847135E-02   -0.183369605393538349E+01   -0.349038505589670867E+00   -0.103732198278768339E+00   -0.315612737010247058E+00   -0.205425625438063808E+00   -0.120783745109549345E+01    0.388971702379483530E+00    0.174698574767897497E+03    0.227602045950129735E+03    0.534644896447388218E+00    0.128487363699066526E+01    0.793515670777462989E+00   -0.500059148102338202E+00
